SALESORDERID,Subject,Sales Order Owner,Status,Due Date,Sub Total,Discount,Tax,Adjustments,Grand Total,Created Time,Modified Time,Is Delayed?,Age In Days,Age Tier,,,,,,,,
21000110,ZR-50705-Barcelona Chair (Italian Black),David Love,Approved,03-07-2021 01:24,"21,148.14","2,031.00","1,757.09",0.06,"17,360",16-06-2021 10:43,03-07-2021 01:09,Yes,17,1. 0 - 60 days,,,,,,,,
21000124,ZR-1509502-Barcelona Bench A (Italian Black),Jasmine Frank,Created,03-07-2021 09:12,"4,168.04",254.48,239.17,0.40,"3,674",16-06-2021 10:40,30-06-2021 10:33,Yes,17,1. 0 - 60 days,,,,,,,,
21001762,ZR-1510527-Brno Flat Chair (Italian Ivory),Thomas Mondrake,Cancelled,30-06-2021 05:23,"10,375.92",413.00,18.97,0.05,"9,944",16-06-2021 08:20,20-06-2021 12:05,No,14,1. 0 - 60 days,,,,,,,,
21000048,ZR-1602569-Scando Style Coffee Table (Natural),Tina Thomas,Created,03-07-2021 01:04,"26,058.58","2,192.50",432.43,0.35,"23,434",16-06-2021 07:27,17-06-2021 04:51,Yes,17,1. 0 - 60 days,,,,,,,,
21002646,ZR-1544098-Barcelona ottoman only (aniline white),Lazar Mathew,Approved,03-07-2021 10:05,"17,246.41",406.75,149.07,0.41,"16,691",16-06-2021 06:28,03-07-2021 01:13,Yes,17,1. 0 - 60 days,,,,,,,,
21000278,ZR-1598848-Knoll Style Sofa (aniline Grey),Roger Terrence,Delivered,03-07-2021 09:57,"20,185.52",908.10,116.62,0.20,"19,161",16-06-2021 04:18,29-06-2021 12:56,Yes,17,1. 0 - 60 days,,,,,,,,
21003218,ZR-1514312-Eames Lounge Chair with Ottoman (Aniline Black wit,Roger Terrence,Delivered,26-06-2021 10:37,"7,705.84",66.44,697.59,0.19,"6,942",15-06-2021 10:35,21-06-2021 03:05,Yes,11,1. 0 - 60 days,,,,,,,,
21001769,ZR-1514151-Barcelona Chair and Ottoman (Italian Black),Lazar Mathew,Delivered,03-07-2021 01:19,"15,273.99","1,242.53","1,293.11",0.35,"12,738",15-06-2021 09:20,29-06-2021 06:10,Yes,18,1. 0 - 60 days,,,,,,,,
21000535,ZR-1570884-Barcelona Chair (Italian Black),Santa Cruz Clara,Cancelled,18-06-2021 03:10,"21,822.50",454.63,238.49,0.37,"21,129",15-06-2021 07:34,15-06-2021 05:51,No,3,1. 0 - 60 days,,,,,,,,
21000912,ZR-50702-Knoll Loveseat (Italian Black),Tina Thomas,Approved,02-07-2021 10:39,"2,170.18",108.34,178.63,0.20,"1,883",15-06-2021 06:57,22-06-2021 05:13,Yes,17,1. 0 - 60 days,,,,,,,,
21000276,ZR-50550-Barcelona Chair (Italian Choc Brown),Augustine Paul,Cancelled,01-07-2021 05:59,"30,216.48",667.42,309.85,0.22,"29,239",15-06-2021 06:40,29-06-2021 04:12,No,16,1. 0 - 60 days,,,,,,,,
21002843,ZR-51696-Barcelona Chair and Ottoman (Italian White),Augustine Paul,Cancelled,23-06-2021 09:33,"39,208.91","2,652.14","1,437.18",0.41,"35,120",15-06-2021 06:39,19-06-2021 09:10,No,8,1. 0 - 60 days,,,,,,,,
21001952,ZR-1695-ZIGZAG CHAIR,Pete Zachariah,Created,03-07-2021 08:45,"3,723.30",277.40,149.40,0.49,"3,297",15-06-2021 02:59,21-06-2021 11:23,Yes,18,1. 0 - 60 days,,,,,,,,
21000179,ZR-1509378-Eames Lounge Chair with Ottoman (Aniline White wit,Thomas Mondrake,Delivered,02-07-2021 05:13,"13,922.63",121.60,118.61,0.43,"13,682",15-06-2021 01:05,29-06-2021 05:48,Yes,17,1. 0 - 60 days,,,,,,,,
21001345,ZR-1507610-Barcelona Loveseat (Italian Black),Augustine Paul,Created,28-06-2021 02:29,"41,903.77","3,154.14","1,065.36",0.27,"37,684",14-06-2021 10:22,26-06-2021 05:13,Yes,14,1. 0 - 60 days,,,,,,,,
21003212,ZR-1512328-Knoll Sofa (Fabric  Light Grey),Santa Cruz Clara,Created,02-07-2021 11:36,"15,814.73","1,053.18",886.02,0.47,"13,876",13-06-2021 10:03,18-06-2021 04:57,Yes,19,1. 0 - 60 days,,,,,,,,
21001153,ZR-1513412-Barcelona Chair and Ottoman (Aniline Black),Harold Pawlan,Cancelled,27-06-2021 04:06,"6,233.86",121.10,282.24,0.47,"5,831",13-06-2021 04:10,27-06-2021 01:38,No,14,1. 0 - 60 days,,,,,,,,
21001447,ZR-1602656-MODWAY product,Roger Terrence,Delivered,02-07-2021 12:19,"13,512.89",174.93,"1,053.78",0.17,"12,284",13-06-2021 03:49,28-06-2021 11:49,Yes,19,1. 0 - 60 days,,,,,,,,
21000030,ZR-1513318-Brno Flat Chair (Italian Brown),Augustine Paul,Delivered,29-06-2021 01:04,"4,808.18",411.93,441.52,0.27,"3,955",13-06-2021 02:29,17-06-2021 10:47,Yes,16,1. 0 - 60 days,,,,,,,,
21000035,ZR-51663-Cubus Loveseat (Italian Black),Tina Thomas,Cancelled,03-07-2021 10:58,"8,134.99",727.99,319.48,0.48,"7,088",12-06-2021 10:51,22-06-2021 03:50,No,21,1. 0 - 60 days,,,,,,,,
21000126,ZR-49715-Barcelona Bench A (Italian White),Harold Pawlan,Cancelled,01-07-2021 06:42,"8,042.81",431.91,433.35,0.45,"7,178",12-06-2021 05:38,19-06-2021 07:09,No,19,1. 0 - 60 days,,,,,,,,
21001738,ZR-1598906-Barcelona Daybed (Italian white  light walnut),Lazar Mathew,Created,25-06-2021 06:08,"7,540.25",453.78,537.46,0.00,"6,549",12-06-2021 05:26,20-06-2021 12:44,Yes,13,1. 0 - 60 days,,,,,,,,
21001709,ZR-1537314-Barcelona Chair (Italian Black),David Love,Approved,27-06-2021 11:19,"24,903.50","2,350.51",209.23,0.23,"22,344",11-06-2021 07:51,18-06-2021 07:22,Yes,16,1. 0 - 60 days,,,,,,,,
21000443,ZR-1507428-LC6 Dining Table,Tina Thomas,Approved,03-07-2021 06:13,"48,765.18",576.25,"4,819.55",0.38,"43,369",11-06-2021 01:25,03-07-2021 01:33,Yes,22,1. 0 - 60 days,,,,,,,,
21002934,ZR-1538397-Knoll Sofa (Italian White),Tina Thomas,Cancelled,01-07-2021 03:30,"19,379.14","1,209.48","1,354.28",0.38,"16,815",10-06-2021 11:07,15-06-2021 05:40,No,21,1. 0 - 60 days,,,,,,,,
21000295,ZR-1569145-Barcelona Chair (Italian Black),Pete Zachariah,Delivered,22-06-2021 09:40,"3,423.25",128.48,296.01,0.24,"2,999",10-06-2021 10:43,11-06-2021 09:39,Yes,12,1. 0 - 60 days,,,,,,,,
21000565,ZR-49714-Barcelona Chair (Italian Black),Tina Thomas,Delivered,02-07-2021 02:34,"7,935.35",727.63,165.38,0.34,"7,042",10-06-2021 10:41,18-06-2021 01:34,Yes,22,1. 0 - 60 days,,,,,,,,
21001045,ZR-1602686-Barcelona Chair (Aniline Grey),Rozario Diego,Created,16-06-2021 07:35,"5,485.22",257.47,119.97,0.22,"5,108",10-06-2021 05:56,11-06-2021 01:40,Yes,6,1. 0 - 60 days,,,,,,,,
21000974,ZR-48725-Barcelona Chair (Italian Black),Santa Cruz Clara,Approved,28-06-2021 10:22,"47,259.20","2,543.72","3,088.65",0.18,"41,627",10-06-2021 05:51,21-06-2021 07:46,Yes,18,1. 0 - 60 days,,,,,,,,
21002964,ZR-1513316-Barcelona Chair (Aniline Camel),Jasmine Frank,Approved,26-06-2021 09:15,"24,266.93","1,093.16",332.26,0.50,"22,842",10-06-2021 03:41,26-06-2021 04:04,Yes,16,1. 0 - 60 days,,,,,,,,
21000420,ZR-1542082-Barcelona Chair (Aniline Choc Brown),Rozario Diego,Approved,19-06-2021 02:03,"24,264","1,193",157,0,"22,914",10-06-2021 02:43,16-06-2021 07:45,Yes,9,1. 0 - 60 days,,,,,,,,
21002736,ZR-48721-Eames Walnut Stool,Santa Cruz Clara,Cancelled,21-06-2021 04:14,"16,585.71","1,449.14","1,580.71",0.14,"13,556",10-06-2021 01:26,12-06-2021 09:39,No,11,1. 0 - 60 days,,,,,,,,
21000023,ZR-1572993-Barcellona Ottoman only (Italian Chocolate Brown),Thomas Mondrake,Delivered,29-06-2021 05:43,"4,224.40",227.37,404.03,0.01,"3,593",09-06-2021 12:19,21-06-2021 04:57,Yes,20,1. 0 - 60 days,,,,,,,,
21000437,ZR-1510342-Barcelona Daybed (Italian White),Tina Thomas,Cancelled,16-06-2021 07:01,"19,136.86","1,672.99",209.24,0.37,"17,255",09-06-2021 08:40,14-06-2021 03:01,No,7,1. 0 - 60 days,,,,,,,,
21001132,ZR-1602779-Knoll Style Bench 3 seater (Italian Black),Jasmine Frank,Approved,29-06-2021 04:51,"10,666.81",306.39,196.45,0.02,"10,164",09-06-2021 07:34,29-06-2021 04:25,Yes,20,1. 0 - 60 days,,,,,,,,
21001296,ZR-1543198-Barcelona Chair (Italian White),Rozario Diego,Cancelled,02-07-2021 04:31,"37,497.97","3,370.51","3,523.99",0.47,"30,603",09-06-2021 05:33,29-06-2021 02:08,No,23,1. 0 - 60 days,,,,,,,,
21000027,ZR-54423-Barcelona Daybed (Italian Black),Jasmine Frank,Approved,01-07-2021 11:01,"2,023.42",83.67,200.00,0.25,"1,740",09-06-2021 02:12,15-06-2021 08:58,Yes,22,1. 0 - 60 days,,,,,,,,
21000089,ZR-1543944-Barcelona Chair (Vintage Copper Brown),Augustine Paul,Approved,17-06-2021 04:51,"20,593.24","1,567.47",958.26,0.49,"18,068",09-06-2021 01:40,11-06-2021 10:37,Yes,8,1. 0 - 60 days,,,,,,,,
21001778,ZR-1512234-LC3 Sofa (Italian White),Santa Cruz Clara,Approved,27-06-2021 09:57,"19,143.60","1,421.66",852.25,0.31,"16,870",08-06-2021 09:19,26-06-2021 03:14,Yes,19,1. 0 - 60 days,,,,,,,,
21000675,ZR-1537216-Barcelona Chair (Italian Ivory),Tina Thomas,Approved,28-06-2021 02:55,"34,176.22","1,215.57","2,973.94",0.29,"29,987",08-06-2021 03:21,22-06-2021 10:21,Yes,20,1. 0 - 60 days,,,,,,,,
21001140,ZR-50554-Barcelona Style Coffee Table (3/4 glass),Tina Thomas,Cancelled,21-06-2021 03:07,"1,338.25",58.36,74.20,0.31,"1,206",08-06-2021 02:35,16-06-2021 12:05,No,13,1. 0 - 60 days,,,,,,,,
21000448,ZR-1570850-Barcelona Chair (Italian Black),Tina Thomas,Cancelled,30-06-2021 04:49,"17,239.89","1,287.68",341.14,0.07,"15,611",08-06-2021 01:47,29-06-2021 05:37,No,22,1. 0 - 60 days,,,,,,,,
21000017,ZR-1539234-Barcelona Chair (Vintage Copper Brown),Jasmine Frank,Cancelled,02-07-2021 06:16,"31,323.62","2,427.15","2,029.81",0.33,"26,867",08-06-2021 01:41,28-06-2021 02:45,No,24,1. 0 - 60 days,,,,,,,,
21000855,ZR-1543947-LC4 Chaise Lounge Chair (Italian Ivory),Pete Zachariah,Approved,28-06-2021 08:01,"27,881.85","1,659.08","1,981.39",0.38,"24,241",07-06-2021 07:32,27-06-2021 05:43,Yes,21,1. 0 - 60 days,,,,,,,,
21001484,ZR-1543946-LC6 Dining Table,Santa Cruz Clara,Approved,29-06-2021 09:06,"26,288.38",997.87,"1,415.78",0.27,"23,875",07-06-2021 05:11,12-06-2021 08:06,Yes,22,1. 0 - 60 days,,,,,,,,
21000080,ZR-53431-Barcelona Chair (Italian White),Thomas Mondrake,Created,29-06-2021 06:43,"23,215.04","2,281.29",231.66,0.09,"20,702",07-06-2021 04:39,14-06-2021 12:05,Yes,22,1. 0 - 60 days,,,,,,,,
21002418,ZR-1542020-Cubo2 Corner Sectional (Aniline Caramel),Harold Pawlan,Approved,02-07-2021 07:37,"6,117.30",598.94,558.30,0.06,"4,960",07-06-2021 04:31,26-06-2021 02:03,Yes,25,1. 0 - 60 days,,,,,,,,
21000842,ZR-1599683-Eames Al Group Ribbed Low Back Management Chair (Italian White),David Love,Cancelled,02-07-2021 06:39,"9,751.18",19.15,540.99,0.04,"9,191",07-06-2021 02:19,01-07-2021 05:21,No,25,1. 0 - 60 days,,,,,,,,
21001542,ZR-1627615-LC2 Chair (Italian Ivory),Tina Thomas,Delivered,28-06-2021 07:12,"4,526.44",96.56,229.23,0.35,"4,201",07-06-2021 02:00,15-06-2021 12:39,Yes,21,1. 0 - 60 days,,,,,,,,
21003061,ZR-48688-Barcelona Chair (Italian Choc Brown),Roger Terrence,Cancelled,30-06-2021 11:52,"37,708.88","2,817.58","1,796.82",0.48,"33,094",07-06-2021 01:13,19-06-2021 07:27,No,23,1. 0 - 60 days,,,,,,,,
21001294,ZR-52693-Barcelona Chair (Italian White),Augustine Paul,Approved,23-06-2021 09:17,"2,096.08",77.80,193.28,0.00,"1,825",06-06-2021 12:13,18-06-2021 07:54,Yes,17,1. 0 - 60 days,,,,,,,,
21000783,ZR-54581-Barcelona Chair and Ottoman (Aniline White),Jasmine Frank,Cancelled,02-07-2021 07:57,"11,921.59",670.38,50.44,0.23,"11,201",06-06-2021 10:53,27-06-2021 08:41,No,26,1. 0 - 60 days,,,,,,,,
21001480,ZR-1508540-Barcelona Bench A (Italian Brown),Santa Cruz Clara,Approved,19-06-2021 02:47,"26,814.69",499.95,466.76,0.01,"25,848",06-06-2021 10:50,06-06-2021 11:50,Yes,13,1. 0 - 60 days,,,,,,,,
21001849,ZR-53586-Brno Flat Chair (Italian Black),Rozario Diego,Approved,02-07-2021 12:19,"4,534.38",226.03,414.15,0.20,"3,894",06-06-2021 08:40,30-06-2021 03:26,Yes,26,1. 0 - 60 days,,,,,,,,
21000706,ZR-1568965-barcelona ottoman only (aniline black),Santa Cruz Clara,Created,01-07-2021 11:11,"26,375.14",648.84,"1,319.99",0.30,"24,406",06-06-2021 05:06,01-07-2021 09:18,Yes,25,1. 0 - 60 days,,,,,,,,
21003147,ZR-1629662-Easmes DSW Chair (Fiberglass Limegreen),Harold Pawlan,Delivered,26-06-2021 06:44,"3,050.42",120.19,222.35,0.11,"2,708",06-06-2021 03:49,22-06-2021 12:17,Yes,20,1. 0 - 60 days,,,,,,,,
21001003,ZR-51546-Eames Walnut Stool,Harold Pawlan,Cancelled,26-06-2021 06:11,"1,031.87",36.60,62.22,0.05,933,06-06-2021 01:29,24-06-2021 08:14,No,20,1. 0 - 60 days,,,,,,,,
21000181,ZR-50678-Barcelona Chair (Italian Black),Thomas Mondrake,Delivered,01-07-2021 05:00,"19,586.43",740.21,"1,737.56",0.34,"17,109",05-06-2021 12:43,08-06-2021 12:11,Yes,26,1. 0 - 60 days,,,,,,,,
21000194,ZR-1602692-Barcelona Loveseat (Italian Black),David Love,Approved,15-06-2021 07:48,"17,072.50","1,548.29","1,235.93",0.28,"14,288",05-06-2021 11:22,09-06-2021 12:33,Yes,10,1. 0 - 60 days,,,,,,,,
21001438,ZR-1627585-Tulip armless chair (italian ivory),Thomas Mondrake,Delivered,21-06-2021 11:34,"15,336.64","1,127.12",837.76,0.24,"13,372",05-06-2021 11:18,21-06-2021 09:16,Yes,16,1. 0 - 60 days,,,,,,,,
21000986,ZR-53524-Barcelona Chair (Aniline Choc Brown),Tina Thomas,Created,26-06-2021 03:25,"24,806.36",609.27,"1,236.05",0.03,"22,961",05-06-2021 08:56,22-06-2021 02:36,Yes,21,1. 0 - 60 days,,,,,,,,
21001049,ZR-49648-Barcelona Chair (Italian Black),Pete Zachariah,Cancelled,01-07-2021 08:30,"27,857.23","1,979.43","1,148.16",0.36,"24,730",05-06-2021 08:45,25-06-2021 10:31,No,26,1. 0 - 60 days,,,,,,,,
21001346,ZR-50551-LC6 Dining Table,Jasmine Frank,Created,18-06-2021 12:05,"36,946.54","2,583.66","2,930.61",0.27,"31,432",05-06-2021 04:20,17-06-2021 12:49,Yes,13,1. 0 - 60 days,,,,,,,,
21002561,ZR-1567162-Barcelona ottoman only (aniline camel),Roger Terrence,Approved,29-06-2021 01:52,"10,671.85",506.24,858.22,0.40,"9,307",05-06-2021 04:17,23-06-2021 12:32,Yes,24,1. 0 - 60 days,,,,,,,,
21001810,ZR-1538242-Barcelona Chair and Ottoman (Italian Ivory),Thomas Mondrake,Created,29-06-2021 09:54,"30,534.17",199.54,605.50,0.12,"29,729",05-06-2021 03:32,29-06-2021 09:51,Yes,24,1. 0 - 60 days,,,,,,,,
21000363,ZR-1541217-Barcelona Ottoman (Italian white),Roger Terrence,Created,02-07-2021 04:19,"23,528.94",606.63,192.11,0.20,"22,730",05-06-2021 03:20,28-06-2021 02:01,Yes,27,1. 0 - 60 days,,,,,,,,
21000542,ZR-52471-Barcelona Chair (Italian Black),Santa Cruz Clara,Cancelled,03-07-2021 07:53,"25,696.15","2,265.72","2,512.51",0.08,"20,918",05-06-2021 02:32,02-07-2021 01:25,No,28,1. 0 - 60 days,,,,,,,,
21000024,ZR-1569116-Eileen Grey End Table (Stainless Steel - Translucent),Harold Pawlan,Cancelled,22-06-2021 11:16,"9,151.12",465.59,95.53,0.01,"8,590",05-06-2021 02:14,20-06-2021 10:47,No,17,1. 0 - 60 days,,,,,,,,
21001615,ZR-1511330-Eames Low Back Mesh chair (Black Mesh),Tina Thomas,Created,02-07-2021 11:02,"26,562.39","1,646.61","1,081.09",0.31,"23,835",04-06-2021 11:34,01-07-2021 06:56,Yes,28,1. 0 - 60 days,,,,,,,,
21001932,ZR-1630648-Eames Lounge Chair with Ottoman (Italian Black wit,Tina Thomas,Approved,02-07-2021 06:03,"7,235.34",418.05,314.20,0.10,"6,503",04-06-2021 10:34,23-06-2021 06:16,Yes,28,1. 0 - 60 days,,,,,,,,
21001263,ZR-1513411-Eames Lounge Chair with Ottoman (Aniline White wit,Jasmine Frank,Delivered,28-06-2021 10:08,"18,119.86",226.25,466.52,0.09,"17,427",04-06-2021 09:00,25-06-2021 03:55,Yes,24,1. 0 - 60 days,,,,,,,,
21001660,ZR-1540196-Barcelona Chair and Ottoman (Italian Black),Lazar Mathew,Created,01-07-2021 08:39,"26,178.72","1,666.41","1,860.32",0.01,"22,652",04-06-2021 07:58,27-06-2021 06:44,Yes,27,1. 0 - 60 days,,,,,,,,
21000916,ZR-1568094-Barcelona Chair (Italian White),Lazar Mathew,Delivered,30-06-2021 02:37,"10,906.66",564.97,208.37,0.31,"10,133",04-06-2021 05:35,25-06-2021 04:07,Yes,26,1. 0 - 60 days,,,,,,,,
21001872,ZR-1508391-Barcelona Chair (Italian Brown),Santa Cruz Clara,Delivered,03-07-2021 04:21,"19,711.14",96.47,142.39,0.28,"19,472",04-06-2021 05:17,01-07-2021 01:10,Yes,29,1. 0 - 60 days,,,,,,,,
21002119,ZR-1629565-Swan chair (purple cashmere),Augustine Paul,Delivered,29-06-2021 01:26,"19,999.18","1,925.84","1,658.76",0.42,"16,415",04-06-2021 04:50,19-06-2021 04:55,Yes,25,1. 0 - 60 days,,,,,,,,
21000134,ZR-1541065-Barcelona Daybed (Aniline Black),Tina Thomas,Delivered,06-06-2021 12:59,"2,353.77",154.05,102.74,0.01,"2,097",03-06-2021 11:01,05-06-2021 10:18,Yes,3,1. 0 - 60 days,,,,,,,,
21000426,ZR-52631-Knoll Loveseat (Aniline White),Lazar Mathew,Created,30-06-2021 09:36,"8,213.94",345.36,365.12,0.46,"7,503",03-06-2021 10:14,13-06-2021 07:09,Yes,27,1. 0 - 60 days,,,,,,,,
21000559,ZR-1573769-Barcelona Chair (Italian Black),Harold Pawlan,Approved,02-07-2021 06:03,"1,963.70",5.68,35.46,0.43,"1,923",03-06-2021 06:23,02-07-2021 04:23,Yes,29,1. 0 - 60 days,,,,,,,,
21002051,ZR-1628671-Barcelona Chair (Aniline Camel),David Love,Approved,28-06-2021 01:50,"26,617.44","1,206.83","2,483.24",0.37,"22,927",03-06-2021 05:51,28-06-2021 10:28,Yes,25,1. 0 - 60 days,,,,,,,,
21000606,ZR-1596891-Egg style chair and ottoman,Tina Thomas,Created,29-06-2021 01:55,"13,742.58",550.22,602.14,0.22,"12,590",03-06-2021 04:57,28-06-2021 11:37,Yes,26,1. 0 - 60 days,,,,,,,,
21000183,ZR-1567012-Barcelona Chair and Ottoman (Italian White),Tina Thomas,Delivered,16-06-2021 11:02,"14,448.10",587.85,"1,275.07",0.17,"12,585",03-06-2021 04:56,14-06-2021 06:17,Yes,13,1. 0 - 60 days,,,,,,,,
21000794,ZR-1572803-Barcelona Chair (Italian White),Lazar Mathew,Created,03-07-2021 10:51,815.07,46.98,64.09,0,704,03-06-2021 04:54,02-07-2021 03:01,Yes,30,1. 0 - 60 days,,,,,,,,
21000519,ZR-1603747-LC3 Chair (Italian Brown),David Love,Created,27-06-2021 11:54,"29,190.36",891.24,"1,850.54",0.43,"26,449",03-06-2021 04:52,26-06-2021 05:11,Yes,24,1. 0 - 60 days,,,,,,,,
21000489,ZR-48631-Barcelona Chair (Italian Camel),Augustine Paul,Approved,02-07-2021 03:55,"3,848.97",324.72,260.94,0.32,"3,263",03-06-2021 04:20,28-06-2021 04:49,Yes,29,1. 0 - 60 days,,,,,,,,
21000015,ZR-49588-Barcelona Loveseat (Aniline Brown),Santa Cruz Clara,Created,28-06-2021 10:28,"3,617.48",260.10,109.50,0.12,"3,248",03-06-2021 01:23,11-06-2021 03:54,Yes,25,1. 0 - 60 days,,,,,,,,
21001725,ZR-1541092-Barcelona Daybed (Italian Black),Augustine Paul,Created,02-07-2021 08:06,"12,011.94","1,173.57",861.83,0.46,"9,977",02-06-2021 12:57,26-06-2021 03:44,Yes,30,1. 0 - 60 days,,,,,,,,
21001288,ZR-51666-Barcelona Chair (Italian Brown),Jasmine Frank,Cancelled,16-06-2021 06:10,"24,515.78",501.55,"2,133.26",0.03,"21,881",02-06-2021 10:09,13-06-2021 05:00,No,14,1. 0 - 60 days,,,,,,,,
21001244,ZR-51701-Eames Lounge Chair with Ottoman (Aniline Black wit,Roger Terrence,Delivered,03-07-2021 04:40,"19,536.65","1,164.91",130.74,0.00,"18,241",02-06-2021 07:19,03-07-2021 12:11,Yes,31,1. 0 - 60 days,,,,,,,,
21002820,ZR-1514246-Barcelona Chair and Ottoman (Italian Black),Rozario Diego,Cancelled,07-06-2021 10:01,"13,636.95",884.95,766.83,0.16,"11,985",02-06-2021 03:57,07-06-2021 12:34,No,5,1. 0 - 60 days,,,,,,,,
21000821,ZR-1538332-Barcelona Daybed (Italian Ivory),Pete Zachariah,Delivered,23-06-2021 06:12,"9,496.48",725.76,204.29,0.43,"8,566",02-06-2021 03:12,21-06-2021 02:55,Yes,21,1. 0 - 60 days,,,,,,,,
21001540,ZR-1602780-LC2 Sofa (Aniline Camel),Augustine Paul,Cancelled,11-06-2021 06:24,"1,163.86",69.26,47.00,0.40,"1,048",01-06-2021 07:44,04-06-2021 08:43,No,10,1. 0 - 60 days,,,,,,,,
21001502,ZR-1567072-Wassily Chair (Italian Black),Augustine Paul,Approved,28-06-2021 10:07,"4,489.65",190.79,323.82,0.04,"3,975",01-06-2021 05:41,21-06-2021 09:57,Yes,27,1. 0 - 60 days,,,,,,,,
21002749,ZR-53620-Barcelona Loveseat (Aniline Black),Thomas Mondrake,Delivered,30-06-2021 10:49,"3,699.86",324.66,270.89,0.31,"3,104",01-06-2021 04:50,25-06-2021 03:46,Yes,29,1. 0 - 60 days,,,,,,,,
21001012,ZR-50671-Arco Floor Base (Stainless Steel-Marble in White),Jasmine Frank,Delivered,27-06-2021 10:17,"38,049.02",562.36,"3,402.35",0.31,"34,084",01-06-2021 04:36,25-06-2021 08:45,Yes,26,1. 0 - 60 days,,,,,,,,
21001753,ZR-1599715-Barcelona Chair and Ottoman (Italian Black),Augustine Paul,Delivered,28-06-2021 05:14,"16,953.28","1,444.99","1,166.08",0.21,"14,342",01-06-2021 02:37,26-06-2021 02:13,Yes,27,1. 0 - 60 days,,,,,,,,
21001632,ZR-1510430-Wing Chair (Italian Black),Rozario Diego,Delivered,24-06-2021 04:26,"21,963.08",421.22,"1,669.05",0.19,"19,873",01-06-2021 02:31,15-06-2021 09:12,Yes,23,1. 0 - 60 days,,,,,,,,
21002740,ZR-54615-Eames Al Group Ribbed High Back Management Chair (Italian White),Tina Thomas,Created,30-06-2021 01:10,"20,765","1,515","1,293",0,"17,956",31-05-2021 12:25,26-06-2021 07:52,Yes,30,1. 0 - 60 days,,,,,,,,
21000338,ZR-1601632-MODWAY product,Santa Cruz Clara,Cancelled,19-06-2021 12:22,"25,192.40","1,426.95","2,214.51",0.06,"21,551",31-05-2021 10:47,13-06-2021 05:04,No,19,1. 0 - 60 days,,,,,,,,
21002940,ZR-53558-Eames LCW Chair (Plywood Walnut),Pete Zachariah,Created,03-07-2021 03:15,"15,586.21",746.97,142.70,0.46,"14,697",31-05-2021 08:02,19-06-2021 02:36,Yes,33,1. 0 - 60 days,,,,,,,,
21003116,ZR-52506-Barcelona Chair (Italian Ivory),Tina Thomas,Cancelled,25-06-2021 11:18,"6,755.68",551.08,47.64,0.04,"6,157",31-05-2021 05:50,23-06-2021 05:35,No,25,1. 0 - 60 days,,,,,,,,
21002352,ZR-1542987-Eileen Grey End Table (Stainless Steel - Translucent),Pete Zachariah,Delivered,26-06-2021 04:21,"6,525.76",560.38,526.64,0.26,"5,439",31-05-2021 03:34,18-06-2021 06:42,Yes,26,1. 0 - 60 days,,,,,,,,
21000469,ZR-1571066-Eames Lounge Chair with Ottoman (Italian Black wit,Thomas Mondrake,Cancelled,02-07-2021 02:27,"36,378.85","2,425.82","2,443.08",0.05,"31,510",30-05-2021 11:31,17-06-2021 06:15,No,33,1. 0 - 60 days,,,,,,,,
21001017,ZR-1569118-Knoll Sofa (Italian Black),Lazar Mathew,Delivered,29-06-2021 01:46,"17,073.29",543.76,80.02,0.49,"16,450",30-05-2021 08:16,13-06-2021 09:36,Yes,30,1. 0 - 60 days,,,,,,,,
21003303,ZR-50740-PH Artichoke Lamp 19' (Silver),Harold Pawlan,Cancelled,02-07-2021 08:28,"25,107.20",399.84,199.46,0.10,"24,508",30-05-2021 07:35,15-06-2021 07:43,No,33,1. 0 - 60 days,,,,,,,,
21000656,ZR-1542118-Barcelona Style Coffee Table (3/4 glass),David Love,Approved,22-06-2021 07:10,506.45,34.99,4.5,0.04,467,30-05-2021 07:02,10-06-2021 12:06,Yes,23,1. 0 - 60 days,,,,,,,,
21002743,ZR-1597762-MODWAY product,Lazar Mathew,Approved,03-07-2021 07:41,"1,205.30",4.67,102.19,0.44,"1,098",30-05-2021 04:39,02-07-2021 02:25,Yes,34,1. 0 - 60 days,,,,,,,,
21000332,ZR-1509348-Barcelona Chair and Ottoman (Italian White),David Love,Delivered,24-06-2021 11:55,"43,166.57","3,851.83","4,214.98",0.24,"35,100",30-05-2021 03:38,24-06-2021 07:48,Yes,25,1. 0 - 60 days,,,,,,,,
21000997,ZR-1602661-Eames Lounge Chair with Ottoman (Italian Choc Brow,Harold Pawlan,Created,03-07-2021 05:39,"9,089.61",784.06,391.60,0.05,"7,914",29-05-2021 12:06,02-07-2021 08:02,Yes,35,1. 0 - 60 days,,,,,,,,
21000557,ZR-48843-Eames Lounge Chair with Ottoman (Italian Black wit,Rozario Diego,Approved,19-06-2021 05:22,"20,650.88","1,095.87","1,086.57",0.44,"18,468",29-05-2021 10:57,03-06-2021 03:42,Yes,21,1. 0 - 60 days,,,,,,,,
21002381,ZR-1512421-Eames Style Executive Chair (Italian White),Tina Thomas,Created,01-07-2021 12:43,"11,122.42",316.10,558.56,0.24,"10,248",29-05-2021 08:52,27-06-2021 11:36,Yes,33,1. 0 - 60 days,,,,,,,,
21002135,ZR-1600831-Barcellona Ottoman only (Italian Chocolate Brown),Pete Zachariah,Cancelled,23-06-2021 02:54,"19,724.59",193.00,634.37,0.22,"18,897",29-05-2021 08:47,22-06-2021 09:05,No,25,1. 0 - 60 days,,,,,,,,
