ACCOUNTID,Account Name,Account Owner Id,Account Owner,Account Type,Industry,Website,Tasks Involved,Events Involved,Calls Involved,Activities Involved
272,Stratacard,1001,Rozario Diego,Prospect,Technology,BeachBenefit.com,No,No,No,No
273,Realty Depot,1003,Lazar Mathew,Prospect,Manufacturing,NannyWebsites.com,No,No,No,No
274,Henry's,1004,Pete Zachariah,Customer,Government/Military,ScoopVille.com,No,No,No,No
275,Lechmere,1001,Rozario Diego,Customer,Communications,SewAddict.com,No,No,No,No
276,Forum Cafeterias,1009,Thomas Mondrake,Customer,Manufacturing,HillForum.com,No,No,No,No
277,Kinney Shoes,1004,Pete Zachariah,Customer,Technology,SolarPizza.com,Yes,Yes,No,Yes
278,Sagebrush,1011,Tina Thomas,Prospect,Technology,SoapScripts.com,Yes,Yes,No,Yes
279,Golden's Distributors,1005,Jasmine Frank,Prospect,Government/Military,PublicAttractions.com,Yes,Yes,No,Yes
280,Kiddie City,1003,Lazar Mathew,Prospect,Financial Services,ReadyOrders.com,No,No,No,No
281,Jackpot Consultant,1001,Rozario Diego,Customer,Financial Services,RetailCleaners.com,Yes,Yes,No,Yes
282,Madcats Music & Books,1002,Santa Cruz Clara,Customer,Communications,SearchEngineAlerts.com,No,No,No,No
283,Price Club,1011,Tina Thomas,Customer,IT Services,MarathonMeals.com,No,No,No,No
284,Wag's,1010,Augustine Paul,Prospect,Service Provider,ShaggyFurniture.com,No,No,No,No
285,Tape World,1002,Santa Cruz Clara,Customer,Technology,SubmitApps.com,Yes,Yes,No,Yes
286,Anthony's,1007,David Love,Customer,Manufacturing,TreeShopping.com,No,No,No,No
287,Druther's,1009,Thomas Mondrake,Prospect,Manufacturing,TrashCovers.com,Yes,No,Yes,Yes
288,Expo Superstore,1004,Pete Zachariah,Prospect,Financial Services,BabyItemRecalls.com,No,No,No,No
289,Magna Consulting,1002,Santa Cruz Clara,Customer,Service Provider,MoreStatus.com,No,No,No,No
290,World Radio,1010,Augustine Paul,Prospect,Government/Military,LendingShare.com,Yes,Yes,No,Yes
291,Belle Ladi,1006,Harold Pawlan,Prospect,Technology,OptimizationAnalytics.com,No,No,No,No
292,Integra Investment Plan,1011,Tina Thomas,Customer,IT Services,MartiniMobile.com,No,No,No,No
293,Beaver Lumber,1011,Tina Thomas,Customer,Communications,MemoryLevel.com,No,No,No,No
294,Price's Electronics,1001,Rozario Diego,Prospect,Education,ProspectTalk.com,Yes,No,No,Yes
295,Midwest TV & Appliance,1007,David Love,Customer,Technology,ExpressWeek.com,No,No,No,No
296,Pearl Architectural Design,1001,Rozario Diego,Customer,Communications,SolarHills.com,Yes,Yes,No,Yes
297,Robinson Furniture,1010,Augustine Paul,Customer,IT Services,WikiBlast.com,No,No,No,No
298,Liberal,1007,David Love,Prospect,Manufacturing,WaveHands.com,Yes,Yes,No,Yes
299,Widdmann,1010,Augustine Paul,Prospect,Communications,PanicMechanic.com,No,No,No,No
300,Waccamaw's Homeplace,1002,Santa Cruz Clara,Customer,Education,SewAddict.com,Yes,No,Yes,Yes
301,JasmineSola,1003,Lazar Mathew,Customer,IT Services,ePompanoBeach.com,Yes,No,Yes,Yes
302,Pacific Stereo,1002,Santa Cruz Clara,Prospect,Consulting,ReviewedFilms.com,No,No,No,No
303,Chatham,1003,Lazar Mathew,Customer,Consulting,MoisturizingBodySpray.com,No,No,No,No
304,Red Owl,1006,Harold Pawlan,Customer,Education,BackpackUmbrella.com,No,No,No,No
305,Liberty Wealth Planner,1005,Jasmine Frank,Customer,Manufacturing,FriendFail.com,No,No,No,No
306,Custom Lawn Service,1004,Pete Zachariah,Prospect,Education,YellowRestaurant.com,Yes,Yes,No,Yes
307,Carrols Restaurant Group,1009,Thomas Mondrake,Prospect,Education,NightlifeCulture.com,No,No,No,No
308,World Radio,1003,Lazar Mathew,Prospect,Manufacturing,ChickWeekend.com,Yes,Yes,No,Yes
309,Liberty Wealth Planner,1005,Jasmine Frank,Customer,Service Provider,VocalAid.com,Yes,No,Yes,Yes
310,Cut Above,1005,Jasmine Frank,Prospect,Pharma,ShortLeases.com,No,No,No,No
311,Nobil,1007,David Love,Prospect,Education,CardSlide.com,Yes,No,No,Yes
312,The Fox and Hound,1003,Lazar Mathew,Customer,Communications,NightWeddings.com,No,No,No,No
313,Britches of Georgetown,1007,David Love,Prospect,IT Services,NoteSync.com,No,No,No,No
314,Martin's,1009,Thomas Mondrake,Customer,Education,Editorville.com,Yes,Yes,No,Yes
315,A.J. August Fashion Wear,1008,Roger Terrence,Prospect,IT Services,EngineeringCamps.com,No,No,No,No
316,Brand Names,1004,Pete Zachariah,Prospect,Financial Services,InsuranceKeywords.com,Yes,No,No,Yes
317,Weathervane,1003,Lazar Mathew,Prospect,Communications,ForeverRewards.com,No,No,No,No
318,Fisher Foods,1005,Jasmine Frank,Prospect,Technology,PodSocket.com,No,No,No,No
319,Silverwoods,1001,Rozario Diego,Customer,Financial Services,ShapeHeads.com,No,No,No,No
320,Rhodes Furniture,1010,Augustine Paul,Prospect,Communications,FreeMechanics.com,No,No,No,No
321,Indiewealth,1008,Roger Terrence,Customer,Service Provider,AllPast.com,Yes,No,No,Yes
322,Naugles,1010,Augustine Paul,Customer,Service Provider,IncredibleSeats.com,No,No,No,No
323,SoundTrack,1010,Augustine Paul,Customer,Government/Military,EntrepreneurWork.com,Yes,Yes,No,Yes
324,Mighty Casey's,1005,Jasmine Frank,Prospect,Service Provider,StorageRank.com,No,No,No,No
325,Strength Gurus,1008,Roger Terrence,Customer,Manufacturing,LemonSalmon.com,No,No,No,No
326,Foot Quarters,1004,Pete Zachariah,Prospect,IT Services,OutreachVoice.com,No,No,No,No
327,Peter Reeves,1008,Roger Terrence,Customer,Communications,PlayingRules.com,No,No,No,No
328,Avant Garde Interior Designs,1008,Roger Terrence,Customer,Service Provider,NovemberWeather.com,No,No,No,No
329,Eden Lawn Service,1008,Roger Terrence,Prospect,Consulting,CareerOnDemand.com,Yes,Yes,No,Yes
330,Waves Music,1001,Rozario Diego,Customer,Pharma,StyleBudget.com,No,No,No,No
331,Prestiga-Biz,1002,Santa Cruz Clara,Customer,Communications,PsychologyAdvertising.com,No,No,No,No
332,Merry-Go-Round,1011,Tina Thomas,Prospect,Government/Military,HolisticAid.com,No,No,No,No
333,Bountiful Harvest Health Food Store,1009,Thomas Mondrake,Prospect,IT Services,CarWashShow.com,Yes,Yes,No,Yes
334,Childs Restaurants,1003,Lazar Mathew,Customer,Technology,WideRefrigerators.com,Yes,No,No,Yes
335,Chatham,1008,Roger Terrence,Customer,IT Services,HottestNumbers.com,No,No,No,No
336,Monmax,1003,Lazar Mathew,Prospect,Consulting,PlayersOdds.com,No,No,No,No
337,Heslop's,1007,David Love,Customer,Financial Services,MicroRatings.com,Yes,No,No,Yes
338,Thriftway Food Mart,1011,Tina Thomas,Prospect,Technology,Listingville.com,Yes,Yes,No,Yes
339,Britches of Georgetown,1004,Pete Zachariah,Customer,IT Services,PrepaidPoints.com,Yes,Yes,No,Yes
340,Adaptas,1009,Thomas Mondrake,Customer,Financial Services,HonestBlog.com,No,No,No,No
341,Netstars Matrix Design,1010,Augustine Paul,Customer,Government/Military,DeathUnit.com,No,No,No,No
342,The Wiz,1002,Santa Cruz Clara,Customer,Government/Military,CampingFilm.com,Yes,Yes,No,Yes
343,Albers Super Markets,1010,Augustine Paul,Customer,Education,RoboMeal.com,Yes,Yes,No,Yes
344,Just For Feet,1006,Harold Pawlan,Customer,Consulting,GolfingPublic.com,No,No,No,No
345,Integra Design,1011,Tina Thomas,Prospect,Consulting,FootballLights.com,Yes,No,No,Yes
346,Golf Augusta Pro Shops,1002,Santa Cruz Clara,Customer,Manufacturing,NoveltyThings.com,No,No,No,No
347,Grey Fade,1007,David Love,Prospect,Technology,OnlineRole.com,No,No,No,No
348,Maxiserve,1010,Augustine Paul,Customer,IT Services,TraderRating.com,No,No,No,No
349,Hugh M. Woods,1008,Roger Terrence,Customer,IT Services,RentalFriend.com,Yes,Yes,No,Yes
350,Twin Food Stores,1007,David Love,Customer,IT Services,MediumTube.com,No,No,No,No
351,Integra Investment Plan,1009,Thomas Mondrake,Prospect,Manufacturing,HollywoodSale.com,No,No,No,No
352,Nedick's,1008,Roger Terrence,Customer,Service Provider,StudentBrief.com,Yes,Yes,No,Yes
353,De Pinna,1003,Lazar Mathew,Customer,Government/Military,CopperBroker.com,Yes,No,No,Yes
354,Noodle Kidoodle,1010,Augustine Paul,Customer,Manufacturing,HoneymoonSavers.com,No,No,No,No
355,Playworld,1007,David Love,Prospect,Government/Military,QualityLasers.com,No,No,No,No
356,Prestiga-Biz,1010,Augustine Paul,Customer,Consulting,CareerCue.com,Yes,Yes,No,Yes
357,Erol's,1009,Thomas Mondrake,Customer,Manufacturing,VivaHoliday.com,Yes,Yes,No,Yes
358,Licorice Pizza,1008,Roger Terrence,Prospect,Manufacturing,CondoFlippers.com,Yes,No,No,Yes
359,Big Wheel,1001,Rozario Diego,Prospect,Pharma,AtlanticTrips.com,No,No,No,No
360,Monit,1010,Augustine Paul,Prospect,Service Provider,StandardHousing.com,Yes,No,No,Yes
361,Price Savers,1010,Augustine Paul,Customer,Service Provider,DigitalTradeShows.com,No,No,No,No
362,Friendly Advice,1006,Harold Pawlan,Prospect,Technology,TennisScoop.com,No,No,No,No
363,Judy's,1004,Pete Zachariah,Prospect,Government/Military,TubeFail.com,Yes,Yes,No,Yes
364,Sagebrush,1002,Santa Cruz Clara,Prospect,Communications,CellphoneLists.com,Yes,No,No,Yes
365,Laneco,1009,Thomas Mondrake,Customer,Technology,ToolBrush.com,No,No,No,No
366,Ejecta,1011,Tina Thomas,Customer,Communications,SelfSmarts.com,Yes,Yes,No,Yes
367,Tweeter,1005,Jasmine Frank,Prospect,Education,PlasmaBike.com,No,No,No,No
368,Shoe Pavilion,1005,Jasmine Frank,Customer,Education,GenericApps.com,Yes,Yes,No,Yes
369,Hoyden,1011,Tina Thomas,Prospect,Technology,DiscountLv.com,No,No,No,No
370,Planetbiz,1009,Thomas Mondrake,Prospect,Pharma,RehabPatient.com,Yes,Yes,No,Yes
371,Peaches,1002,Santa Cruz Clara,Customer,Manufacturing,DocAttorney.com,No,No,No,No
372,Ulbrich's,1009,Thomas Mondrake,Prospect,Government/Military,CowboyClubs.com,No,No,No,No
373,Laura Ashley,1011,Tina Thomas,Prospect,Consulting,LocalTattoos.com,Yes,No,No,Yes
374,Cardinal Stores,1001,Rozario Diego,Prospect,Technology,LastingMarks.com,No,No,No,No
375,Builders Emporium,1004,Pete Zachariah,Customer,IT Services,ReviewAlerts.com,No,No,No,No
376,Cherry & Webb,1010,Augustine Paul,Customer,Education,BeautyBand.com,No,No,No,No
377,Witmark,1003,Lazar Mathew,Customer,IT Services,FlixNews.com,Yes,Yes,No,Yes
378,Edge Yard Service,1010,Augustine Paul,Prospect,IT Services,KnittingChat.com,No,No,No,No
379,Laura Ashley,1008,Roger Terrence,Prospect,Service Provider,LawnMerchants.com,Yes,No,No,Yes
380,Bay Furniture,1010,Augustine Paul,Prospect,Consulting,PopSuppliers.com,No,No,No,No
381,Coon Chicken Inn,1006,Harold Pawlan,Customer,Communications,TopBikers.com,Yes,Yes,Yes,Yes
382,Bell Markets,1006,Harold Pawlan,Prospect,Government/Military,CreditTight.com,Yes,No,No,Yes
383,Network Air,1007,David Love,Prospect,Technology,MakeupDiscounts.com,Yes,Yes,No,Yes
384,Custom Sound,1009,Thomas Mondrake,Prospect,Government/Military,FitnessShark.com,Yes,No,No,Yes
385,Electric Avenue,1004,Pete Zachariah,Prospect,Communications,LinkPirates.com,Yes,Yes,No,Yes
386,WWW Realty,1002,Santa Cruz Clara,Customer,Financial Services,PainLocator.com,No,No,No,No
387,Planet Pizza,1007,David Love,Prospect,Manufacturing,PopMoves.com,Yes,No,No,Yes
388,Listen Up,1001,Rozario Diego,Customer,Pharma,BudgetManiac.com,Yes,Yes,No,Yes
389,Superior Interactive,1009,Thomas Mondrake,Customer,Communications,DiscOffers.com,No,No,No,No
390,Asian Plan,1008,Roger Terrence,Customer,Financial Services,TubeMenu.com,Yes,No,No,Yes
391,Hoyden,1011,Tina Thomas,Prospect,IT Services,WedGuru.com,No,No,No,No
392,Sistemos,1008,Roger Terrence,Prospect,Service Provider,OpeningJokes.com,No,No,No,No
393,Realty Zone,1002,Santa Cruz Clara,Customer,Education,FancyChicks.com,No,No,No,No
394,Bay Furniture,1003,Lazar Mathew,Prospect,Communications,AnywhereOnDemand.com,No,No,No,No
395,Indiewealth,1010,Augustine Paul,Customer,Technology,AttractionGuides.com,No,No,No,No
396,Jacobs,1011,Tina Thomas,Customer,Education,ResidenceValuation.com,Yes,Yes,No,Yes
397,Children's Palace,1003,Lazar Mathew,Prospect,Communications,TinaBlog.com,Yes,No,No,Yes
398,Paper Cutter,1004,Pete Zachariah,Customer,Consulting,BingoThemes.com,No,No,No,No
399,Fedco,1004,Pete Zachariah,Customer,Government/Military,TravelingCoupons.com,No,No,No,No
400,Muirhead's,1002,Santa Cruz Clara,Customer,Technology,CrimeCorner.com,No,No,No,No
401,Four Leaf Clover,1001,Rozario Diego,Prospect,Technology,TerrificApps.com,Yes,No,No,Yes
402,Eden Lawn Service,1006,Harold Pawlan,Prospect,Consulting,RenaissanceDirectory.com,No,No,No,No
403,Total Sources,1011,Tina Thomas,Customer,Financial Services,TubeMenu.com,Yes,No,No,Yes
404,LoRay,1001,Rozario Diego,Prospect,Consulting,SaveOndemand.com,Yes,No,No,Yes
405,Jafco,1006,Harold Pawlan,Prospect,Communications,MistTan.com,Yes,No,No,Yes
406,Bumper to Bumper Auto Parts,1003,Lazar Mathew,Prospect,Technology,ProfitTrainers.com,No,No,No,No
407,Pay'N Takeit,1010,Augustine Paul,Customer,Government/Military,CampPromo.com,Yes,No,Yes,Yes
408,Vibrant Man,1008,Roger Terrence,Prospect,Manufacturing,ForumStreaming.com,Yes,Yes,No,Yes
409,Quality Merchant Services,1002,Santa Cruz Clara,Prospect,Government/Military,PrimaryValue.com,No,No,No,No
410,Dun Rite Lawn Care,1007,David Love,Customer,Education,GameDayDeals.com,Yes,Yes,No,Yes
411,Licorice Pizza,1007,David Love,Prospect,Pharma,FancyApps.com,Yes,Yes,No,Yes
412,Parts America,1007,David Love,Prospect,Government/Military,ThousandTimes.com,No,No,No,No
413,Platinum Interior Design,1002,Santa Cruz Clara,Prospect,Pharma,SeekGamer.com,No,No,No,No
414,Matrix Interior Design,1002,Santa Cruz Clara,Customer,Pharma,WednesdayTV.com,No,No,No,No
415,Jackhammer Technologies,1005,Jasmine Frank,Customer,Technology,DishTag.com,No,No,No,No
416,Bennett Brothers,1005,Jasmine Frank,Prospect,Pharma,AccountingBuzz.com,Yes,Yes,No,Yes
417,Levitz Furniture,1003,Lazar Mathew,Prospect,Communications,FootballExhibition.com,No,No,No,No
418,Ukrop's Super Market,1011,Tina Thomas,Prospect,IT Services,BuyCords.com,Yes,No,No,Yes
419,Kiddie City,1006,Harold Pawlan,Prospect,IT Services,RenoLenders.com,Yes,Yes,No,Yes
420,Country Club Markets,1001,Rozario Diego,Customer,Consulting,MarketingSpree.com,No,No,No,No
421,Edwards,1007,David Love,Customer,Service Provider,HipsReplacement.com,Yes,No,No,Yes
422,Erb Lumber,1005,Jasmine Frank,Prospect,Consulting,HelpCities.com,No,No,No,No
423,O.K. Fairbanks,1009,Thomas Mondrake,Prospect,Communications,StLouisNightClub.com,Yes,Yes,No,Yes
424,Enviro Architectural Designs,1009,Thomas Mondrake,Customer,Consulting,OilKuwait.com,No,No,No,No
425,Office Warehouse,1008,Roger Terrence,Customer,Consulting,WritingApps.com,No,No,No,No
426,Gamma Grays,1008,Roger Terrence,Customer,Technology,FreeHandyman.com,No,No,No,No
427,Singer Lumber,1008,Roger Terrence,Customer,Financial Services,BottomStep.com,Yes,Yes,No,Yes
428,Unity Frankford Stores,1010,Augustine Paul,Customer,Consulting,SeekTrading.com,Yes,Yes,No,Yes
429,Pergament Home Centers,1011,Tina Thomas,Customer,Consulting,DrugStick.com,No,No,No,No
430,Quality Merchant Services,1001,Rozario Diego,Prospect,Service Provider,PrescriptionSpecialists.com,No,No,No,No
431,Farmer Jack,1011,Tina Thomas,Prospect,Consulting,JudoBasics.com,No,No,No,No
432,Bombay Company,1001,Rozario Diego,Prospect,Consulting,LacrosseFields.com,No,No,No,No
433,Allied Radio,1006,Harold Pawlan,Customer,Technology,VisitorBiz.com,No,No,No,No
434,Reliable Guidance,1010,Augustine Paul,Prospect,IT Services,BoogieMedia.com,No,No,No,No
435,Vinyl Fever,1001,Rozario Diego,Prospect,Education,MysteryVoices.com,No,No,No,No
436,Grossman's,1001,Rozario Diego,Prospect,Communications,PeerSquad.com,No,No,No,No
437,Indiewealth,1001,Rozario Diego,Prospect,Government/Military,EnterRehab.com,No,No,No,No
438,KG Menswear,1011,Tina Thomas,Prospect,Manufacturing,PurpleDrinks.com,No,No,No,No
439,Sampson's,1008,Roger Terrence,Prospect,Manufacturing,WorkplaceEvaluation.com,No,No,No,No
440,Jackhammer Technologies,1002,Santa Cruz Clara,Customer,Service Provider,RacingMobile.com,Yes,Yes,No,Yes
441,Electronic Geek,1007,David Love,Prospect,Service Provider,TwoWeekChallenge.com,No,No,No,No
442,Smitty's Marketplace,1004,Pete Zachariah,Customer,Financial Services,DownloadSigns.com,No,No,No,No
443,Expo Superstore,1009,Thomas Mondrake,Prospect,Financial Services,SyntheticWater.com,No,No,No,No
444,TheBottomHalf,1008,Roger Terrence,Customer,IT Services,InternationalPulse.com,Yes,Yes,No,Yes
445,McMahan's Furniture,1005,Jasmine Frank,Prospect,Communications,LawnLessons.com,Yes,Yes,No,Yes
446,Northern Star,1002,Santa Cruz Clara,Customer,Education,FraternityPhotos.com,Yes,No,Yes,Yes
447,Child World,1001,Rozario Diego,Customer,Financial Services,SeatDesigner.com,No,No,No,No
448,Oshman's,1008,Roger Terrence,Customer,Consulting,HongKongVIP.com,Yes,Yes,No,Yes
449,Protean,1002,Santa Cruz Clara,Prospect,Service Provider,CableVideos.com,Yes,No,No,Yes
450,Magik Gray,1007,David Love,Customer,Technology,CashAssurance.com,Yes,No,No,Yes
451,H.C. Bohack,1008,Roger Terrence,Customer,Financial Services,DomainNamePolice.com,Yes,Yes,No,Yes
452,Grossman's,1008,Roger Terrence,Customer,Manufacturing,TwinGame.com,No,No,No,No
453,Sports Town USA,1011,Tina Thomas,Prospect,Communications,FinancialSolver.com,No,No,No,No
454,Lindsley's Lumber,1005,Jasmine Frank,Prospect,Financial Services,FavoriteTech.com,No,No,No,No
455,Record Town,1005,Jasmine Frank,Customer,Service Provider,ModelNails.com,No,No,No,No
456,Odyssey Records & Tapes,1007,David Love,Customer,Consulting,OrderInteractive.com,Yes,No,Yes,Yes
457,Walt's IGA,1002,Santa Cruz Clara,Customer,Financial Services,MovieLocks.com,Yes,Yes,No,Yes
458,Adaptas,1002,Santa Cruz Clara,Prospect,Consulting,PrankTank.com,No,No,No,No
459,Dave Cooks,1006,Harold Pawlan,Customer,Financial Services,CowboyClubs.com,Yes,Yes,No,Yes
460,Office Warehouse,1001,Rozario Diego,Customer,IT Services,ProvidenceInsuranceAgents.com,No,No,No,No
461,Multi-Systems Merchant Services,1003,Lazar Mathew,Customer,Communications,RehabStudy.com,No,No,No,No
462,Exact Solutions,1005,Jasmine Frank,Prospect,IT Services,DCFlavor.com,No,No,No,No
463,Scott Ties,1002,Santa Cruz Clara,Customer,Manufacturing,TropicalTicket.com,Yes,Yes,No,Yes
464,Mikrotechnic,1008,Roger Terrence,Customer,Technology,SpecialtyCut.com,Yes,No,No,Yes
465,Dun Rite Lawn Care,1004,Pete Zachariah,Prospect,Consulting,HandymanRating.com,Yes,Yes,No,Yes
466,Success Is Yours,1003,Lazar Mathew,Prospect,Service Provider,WirelessAlley.com,Yes,Yes,No,Yes
467,Maloley's Finer Foods,1009,Thomas Mondrake,Customer,Communications,ARanked.com,Yes,Yes,No,Yes
468,Gamma Grays,1005,Jasmine Frank,Prospect,IT Services,DigHub.com,Yes,No,No,Yes
469,Handy Andy,1002,Santa Cruz Clara,Customer,IT Services,MoreStatus.com,No,No,No,No
470,Monk Home Funding Services,1006,Harold Pawlan,Prospect,Manufacturing,MobileProspect.com,No,No,No,No
471,John M. Smyth's Homemakers,1007,David Love,Prospect,Government/Military,ARMAlert.com,No,No,No,No
472,Crown Auto Parts,1005,Jasmine Frank,Prospect,Manufacturing,BasicFM.com,Yes,Yes,No,Yes
473,Best Products,1002,Santa Cruz Clara,Customer,Technology,EntertainmentAccountant.com,Yes,No,Yes,Yes
474,The Jolly Farmer,1006,Harold Pawlan,Customer,Government/Military,CulinaryFestivals.com,Yes,Yes,No,Yes
475,The White Swan,1009,Thomas Mondrake,Prospect,Financial Services,SamedayNews.com,No,No,No,No
476,Universo Realtors,1002,Santa Cruz Clara,Customer,Government/Military,TripIndustry.com,Yes,Yes,No,Yes
477,LoRay,1011,Tina Thomas,Customer,Service Provider,WealthyGadgets.com,Yes,Yes,No,Yes
478,Vibrant Man,1006,Harold Pawlan,Customer,Financial Services,HowDangerous.com,No,No,No,No
479,Eli Moore Inc,1001,Rozario Diego,Prospect,Financial Services,BettingCrew.com,Yes,Yes,No,Yes
480,Pioneer Chicken,1001,Rozario Diego,Prospect,Education,SellLofts.com,Yes,Yes,No,Yes
481,KG Menswear,1010,Augustine Paul,Prospect,Service Provider,BizCrisis.com,No,No,No,No
482,Benesome,1009,Thomas Mondrake,Customer,Service Provider,ColdFeeling.com,No,No,No,No
483,Earthworks Garden Kare,1005,Jasmine Frank,Customer,Consulting,PrimaryValue.com,Yes,No,No,Yes
484,De-Jaiz Mens Clothing,1004,Pete Zachariah,Prospect,Financial Services,PaidAttorney.com,Yes,Yes,No,Yes
485,Desert Garden Help,1009,Thomas Mondrake,Prospect,Education,MuseumLocations.com,No,No,No,No
486,Nickerson Farms,1002,Santa Cruz Clara,Prospect,IT Services,BlackjackGroup.com,No,No,No,No
487,House of Gas,1007,David Love,Prospect,Manufacturing,HampshireRestaurants.com,Yes,No,No,Yes
488,Witmark,1006,Harold Pawlan,Customer,Pharma,PopupCam.com,No,No,No,No
489,J. Brannam,1010,Augustine Paul,Customer,Government/Military,TVRaw.com,Yes,No,No,Yes
490,Future Plan,1003,Lazar Mathew,Customer,Education,BasketballBiz.com,No,No,No,No
491,Powerbod,1006,Harold Pawlan,Customer,Technology,BestOfFoods.com,No,No,No,No
492,d.e.m.o.,1004,Pete Zachariah,Prospect,Education,OrlandoBakery.com,No,No,No,No
493,Prospa-Pal,1001,Rozario Diego,Customer,IT Services,MobileRugs.com,No,No,No,No
